label,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20
Alapadma,0.5141670107841492,0.4090386629104614,0.5509850978851318,0.37486764788627625,0.6019328236579895,0.35832372307777405,0.6344135999679565,0.3458038866519928,0.6686185598373413,0.33510178327560425,0.6422448754310608,0.39403051137924194,0.7061995267868042,0.40181514620780945,0.7547158002853394,0.41093921661376953,0.8029375076293945,0.42051252722740173,0.6125761270523071,0.3979083001613617,0.6787287592887878,0.40200668573379517,0.743897557258606,0.4054727256298065,0.8036646246910095,0.4156859815120697,0.5626805424690247,0.3956265151500702,0.5605059862136841,0.36857983469963074,0.5555883049964905,0.3380330801010132,0.5579583048820496,0.3183325529098511,0.5094568133354187,0.3908073604106903,0.48086369037628174,0.3515811562538147,0.4716365337371826,0.3298324644565582,0.4727526307106018,0.30948135256767273
Alapadma,0.5443439844557474,0.4034245259975767,0.5759398444877031,0.3839039268318451,0.5956823117538481,0.376321390191638,0.6301880599046848,0.35783558298926366,0.6743673198858702,0.3556887043162399,0.6423597446002446,0.41567461951947166,0.7101705089101285,0.4211081154721105,0.7522862861182663,0.42231462037834316,0.7940355612753692,0.42976732696374875,0.6569419564225317,0.40066876646630056,0.7294104143394321,0.42087637046905807,0.7779476805700237,0.42643180877270553,0.8415747115573723,0.43105173528553664,0.6326595325634198,0.3970231610234464,0.66694613439077,0.3872581371444994,0.7021242661218793,0.3751708306975141,0.7376913375969238,0.37508926571615797,0.6079625163207322,0.3830190660270636,0.6102040461675351,0.35923325410842905,0.6266631839160131,0.3467484926846489,0.6224862380184626,0.351318196695392
Alapadma,0.41724270582199097,0.3666176199913025,0.4439815580844879,0.3066795766353607,0.467963308095932,0.2629821300506592,0.4807652533054352,0.23552659153938293,0.4988759756088257,0.2185610681772232,0.49390465021133423,0.2790919542312622,0.5366445183753967,0.2465442419052124,0.5699743032455444,0.2375047206878662,0.6109430193901062,0.22917373478412628,0.48078453540802,0.30079367756843567,0.5209853649139404,0.2656671106815338,0.5575550198554993,0.24349215626716614,0.595064640045166,0.22819191217422485,0.4481412172317505,0.3185917139053345,0.40629637241363525,0.26771652698516846,0.3622407913208008,0.23599839210510254,0.33383288979530334,0.21127797663211823,0.40580427646636963,0.3287776708602905,0.36188358068466187,0.2928442060947418,0.3413145840167999,0.27517494559288025,0.3231373131275177,0.25453734397888184
Alapadma,0.5530818715186809,0.3601547266175791,0.49308692127471476,0.30181971754150294,0.4603751675653777,0.25190367670322733,0.42955829134019236,0.21828078368214437,0.3762031374986953,0.19520283310289324,0.44203214540380903,0.2601776890492658,0.3648100795372943,0.24992390839035383,0.3122713407206159,0.2470223416851414,0.264376202630055,0.24283157139042932,0.465052241578144,0.28306135421133377,0.430697352901745,0.25395110108681757,0.402843291452093,0.22681631764900034,0.3756568723846369,0.21609567284111741,0.4965814314292685,0.29574301272129566,0.5409834109684357,0.23981614893740336,0.5657351793250708,0.19004017605289328,0.5900004485424057,0.158242533117342,0.5493169105275515,0.3040813648970714,0.5672749035277466,0.2588685743454246,0.5957487811370951,0.2308564201550986,0.6162928281375702,0.21063142401816207
Alapadma,0.5928659872357015,0.35847325642589756,0.5455700753515308,0.3003892103092244,0.5286665847475078,0.2513609994120734,0.5107866156069596,0.22221355039265916,0.4663991092964542,0.20004375822866455,0.5096827763956034,0.24850523419643136,0.4456432542677068,0.2214740003222105,0.3964883984778016,0.21151122978769948,0.3439796680835949,0.20552085988808527,0.53035945082926,0.2717316868697219,0.5073841067660635,0.22982052873007883,0.49934478067673677,0.217687234642915,0.48521237925185573,0.20441535868619803,0.5588157374237858,0.29458019716573824,0.6218984702524195,0.2537654366852189,0.6654244222883599,0.21174871278747642,0.686824742605858,0.19266609369608015,0.5990491985444824,0.3073149983778039,0.6420215191819875,0.27132792637329844,0.6786256296045173,0.25188740945695337,0.6970783106562324,0.24669171391213637
Alapadma,0.5435850524986603,0.3689919407505324,0.4891665983330725,0.3313412949712906,0.4618676015013912,0.28658720289017403,0.4363336860089621,0.24799130969772326,0.412036809747488,0.23844874810495612,0.4419727019901361,0.28367405736611667,0.3767023151316515,0.26253855330546805,0.3293811821259143,0.2654364442674882,0.29808768640919153,0.2612463186297489,0.46992843535564305,0.29832926045220315,0.43415102112747184,0.2695713958279905,0.4023357460921605,0.25310625230619194,0.3732928212653001,0.24976125711183048,0.4961695296265539,0.3155054404772048,0.5404340130036407,0.2512604491543206,0.5480673758361705,0.22508626172967133,0.5620733879929436,0.19425287567714244,0.5339743993516962,0.3238348692610662,0.5642363998923922,0.2772048707471059,0.5798734616865033,0.25652662633548656,0.5980573141845524,0.2429246910274808
Alapadma,0.6218364714891625,0.38206013319425164,0.6108429658712773,0.33281946623052044,0.607915028146096,0.2927173683679347,0.6147981144713953,0.2582165233508573,0.622051623520348,0.24353477518742273,0.5729390120338411,0.2777245127964347,0.5557805845184638,0.24803732293774047,0.5239118750159781,0.2250236844745352,0.4935595378771851,0.21311122746339156,0.5837425682087549,0.3097610778423227,0.5756119994065545,0.25222868352244265,0.5497910767707291,0.22301401881839475,0.5366293896024987,0.20427390378047747,0.6077301167373527,0.3150597892319656,0.6542456779532753,0.2730604597851464,0.7045867295933744,0.24422614571550913,0.7367702202262001,0.22750662836005245,0.6489064684185406,0.3283943800145244,0.6958497259010396,0.306524192720666,0.7268093218348042,0.29545021941973154,0.7516832941225935,0.2832586697302404
Alapadma,0.40205761790275574,0.46156418323516846,0.43392235040664673,0.4082014858722687,0.5031511783599854,0.3742173910140991,0.5492788553237915,0.3569446802139282,0.5967411994934082,0.3401751220226288,0.6201406717300415,0.3992084562778473,0.7184701561927795,0.39681896567344666,0.7802044153213501,0.39813530445098877,0.8307679295539856,0.40515637397766113,0.620054304599762,0.4286348819732666,0.7486544847488403,0.4350312352180481,0.8368651866912842,0.44230467081069946,0.9067385196685791,0.4490687847137451,0.5968592166900635,0.4538959264755249,0.6609315276145935,0.4364486336708069,0.6959898471832275,0.4190295338630676,0.7312445044517517,0.40463876724243164,0.5552982687950134,0.4695216417312622,0.5518015027046204,0.43141621351242065,0.5087980031967163,0.40308496356010437,0.47771158814430237,0.3855341076850891
Alapadma,0.5731692662721606,0.45102819942409383,0.528758599545786,0.39505437160155465,0.4714273514247154,0.3793011710355262,0.4166275551862795,0.35040557601050326,0.3682695396433262,0.34547158121689836,0.34752347304564524,0.4123552480493432,0.26466453921581845,0.3960696174676559,0.19447055935659807,0.4018227504791683,0.15225462478162113,0.4185818169747971,0.36171135383618175,0.4359898299727081,0.24493930921836335,0.4363153813186455,0.16567856704043712,0.4599158440471927,0.09860644185351568,0.4590896878830554,0.37979672403823134,0.4583044137209281,0.31522606654601115,0.44992861934304346,0.2702596816013392,0.43617903907701394,0.1906463842504579,0.4377590167875748,0.4342906067736861,0.4669364761939941,0.43828852709502203,0.4383306667998863,0.4843011015775907,0.40395188175753616,0.5230524548631514,0.38426798326339995
Alapadma,0.42771229212370304,0.4508975423408005,0.4800903354045251,0.40567932471533125,0.545107183335853,0.3761948146009482,0.5848330499150687,0.36167126819597867,0.6434358552317968,0.3501871438111526,0.654921967262347,0.41330798308434435,0.742128357616349,0.4184415452182772,0.797394466641602,0.43780229635710666,0.8519248931357392,0.43669400250705515,0.6458524961927096,0.4453555798481748,0.7668163774734854,0.4710787555301213,0.8452621239305677,0.47897384017271577,0.9045993839398949,0.495982373786456,0.6227000948536209,0.4659820040360578,0.6728643590067243,0.45811582913126675,0.6924359358856059,0.43458645863308465,0.7393516154518884,0.4259451889351998,0.5567260108584023,0.473655129615604,0.5685901202091774,0.4347867584738909,0.5219481506552642,0.3969157857973313,0.5065328306088622,0.39114770231961987
